iter	MultiClass
369	0.3534074872
370	0.3530798089
371	0.3527364648
372	0.3525387763
373	0.3519237491
374	0.3518843943
375	0.3512996709
376	0.350591562
377	0.3502697482
378	0.3491241864
379	0.3484815829
380	0.3482392073
381	0.3479043781
382	0.3474618008
383	0.3472766973
384	0.3466721889
385	0.3465568863
386	0.3461988535
387	0.3457819636
388	0.3450166506
389	0.3439595114
390	0.3435510483
391	0.3423668272
392	0.3421704615
393	0.3408578669
394	0.3401362538
395	0.3395192059
396	0.3394282849
397	0.3390323561
398	0.3385902382
399	0.3382485137
400	0.338047215
401	0.3375230981
402	0.3373523316
403	0.337089335
404	0.3367568657
405	0.3361473601
406	0.3355091407
407	0.3350721484
408	0.3344285375
409	0.3338945784
410	0.333480973
411	0.3330843786
412	0.3326658733
413	0.3320829534
414	0.3317732573
415	0.3311761089
416	0.3310921289
417	0.3309125954
418	0.3306066916
419	0.3302197761
420	0.3301166744
421	0.3297115715
422	0.3294267329
423	0.3293438636
424	0.3290293651
425	0.3286354955
426	0.3281556787
427	0.3277542025
428	0.3274127663
429	0.3272311089
430	0.3259767224
431	0.3254778299
432	0.3252444206
433	0.3248770339
434	0.3247219797
435	0.3244004446
436	0.3240244392
437	0.3239271021
438	0.3232935755
439	0.3231328861
440	0.3229792556
441	0.3224786422
442	0.3216573574
443	0.3212672193
444	0.3211311832
445	0.3209760849
446	0.320697297
447	0.3202061204
448	0.3197878926
449	0.3195744338
450	0.3192868437
451	0.3190884018
452	0.3186468359
453	0.3185185056
454	0.3181831789
455	0.3175914031
456	0.3172329418
457	0.3164117602
458	0.3160039857
459	0.3158092968
460	0.3154979006
461	0.3153641157
462	0.3153395686
463	0.3149519285
464	0.3142523927
465	0.3139141545
466	0.3129381297
467	0.312866807
468	0.3126985204
469	0.3120111157
470	0.3116498219
471	0.3108768929
472	0.3106519968
473	0.3105354267
474	0.3098666669
475	0.3096890215
476	0.3093499315
477	0.3088983682
478	0.308727693
479	0.3084998788
480	0.3079105483
481	0.3077972154
482	0.3075140227
483	0.3064629703
484	0.3061765965
485	0.3059126176
486	0.3057825318
487	0.3055774227
488	0.3054888799
489	0.3050230982
490	0.3049401131
491	0.3047657838
492	0.3045121433
493	0.3041106093
494	0.3036891116
495	0.303630903
496	0.3032706244
497	0.3030808644
498	0.3027884015
499	0.302022742
500	0.3019874707
501	0.3016137884
502	0.3010108925
503	0.3005335338
504	0.3001479984
505	0.299448914
506	0.2992101427
507	0.2988594647
508	0.2987323757
509	0.2985708425
510	0.2983164437
511	0.2978337308
512	0.2971679165
513	0.2969234766
514	0.2967635256
515	0.2960985429
516	0.2956575247
517	0.2951102369
518	0.2947526505
519	0.2941339961
520	0.2938276545
521	0.2937178631
522	0.2936005729
523	0.2927457819
524	0.2925633156
525	0.2919810755
526	0.2918491483
527	0.2917543924
528	0.2915771208
529	0.291298467
530	0.2911917622
531	0.290792463
532	0.290621235
533	0.2900907228
534	0.2898519613
535	0.289599748
536	0.2889270744
537	0.2886396198
538	0.2885245009
539	0.2882137761
540	0.2880185368
541	0.287388077
542	0.2870319803
543	0.2867102947
544	0.286419308
545	0.2859495928
546	0.2853435256
547	0.2849065234
548	0.2841686094
549	0.2840269475
550	0.2835331744
551	0.2834382062
552	0.283179881
553	0.283038565
554	0.2826057225
555	0.2823764315
556	0.2821506787
557	0.2820988991
558	0.2818941022
559	0.2818445836
560	0.2817995755
561	0.2812915535
562	0.2806901417
563	0.280040554
564	0.2794765945
565	0.2793872814
566	0.2789492583
567	0.2786116694
568	0.2781741542
569	0.2778917931
570	0.2776520883
571	0.2773946563
572	0.2770972778
573	0.2767167112
574	0.2766229584
575	0.2761398453
576	0.2757006546
577	0.2751227527
578	0.2749556402
579	0.2744956081
580	0.2741579233
581	0.2741112169
582	0.2740375031
583	0.2735438863
584	0.2731156117
585	0.2729267379
586	0.2725980085
587	0.272297934
588	0.2719482593
589	0.2715818874
590	0.2713385049
591	0.2708551136
592	0.27038013
593	0.2698841765
594	0.2695693329
595	0.2693551722
596	0.269199002
597	0.2691363911
598	0.2687380404
599	0.268362195
600	0.267967559
601	0.2678653321
602	0.2675794731
603	0.2673292329
604	0.2671916303
605	0.2665973437
606	0.2662446138
607	0.2658481071
608	0.2656220104
609	0.265237272
610	0.264760053
611	0.2642861149
612	0.2640937689
613	0.2639903613
614	0.2637198216
615	0.263547107
616	0.2632601756
617	0.2626737017
618	0.2624240679
619	0.262153442
620	0.261885232
621	0.2614172935
622	0.2609664604
623	0.2606981408
624	0.2604859874
625	0.2600730308
626	0.2598107941
627	0.2596120972
628	0.2594146202
629	0.2593351199
630	0.2590848032
631	0.2587457866
632	0.2586438813
633	0.2585555541
634	0.2582484183
635	0.2579821206
636	0.2579207214
637	0.2576817609
638	0.2574961971
639	0.2571335274
640	0.2569042374
641	0.2566621206
642	0.2564279176
643	0.2562400099
644	0.2561352686
645	0.2558187743
646	0.2552363426
647	0.25504355
648	0.2549618891
649	0.2549267549
650	0.2548724775
651	0.2547245208
652	0.2546492559
653	0.2542808012
654	0.2540100043
655	0.2538388329
656	0.2535100421
657	0.2530858894
658	0.2523067637
659	0.2521789117
660	0.2514184637
661	0.2511739195
662	0.2509044595
663	0.2504871092
664	0.250060697
665	0.249774495
666	0.2496275411
667	0.2495454462
668	0.2492070522
669	0.2487589368
670	0.2485300546
671	0.2484665328
672	0.2481771355
673	0.2478918193
674	0.2478308613
675	0.2473268947
676	0.2467689882
677	0.2466458528
678	0.2463537302
679	0.2462042166
680	0.2460826237
681	0.2458883537
682	0.2457913426
683	0.2457093029
684	0.245653187
685	0.2453720664
686	0.2453140246
687	0.245126545
688	0.2448003188
689	0.2443401146
690	0.2441943346
691	0.2440764076
692	0.2437031438
693	0.2435510538
694	0.2433414798
695	0.242903896
696	0.2427265696
697	0.242711267
698	0.2424989491
699	0.2423017671
700	0.242137104
701	0.2416201104
702	0.2413689699
703	0.2411463758
704	0.2409403649
705	0.2405803426
706	0.2404699869
707	0.2401756186
708	0.2398399752
709	0.2396693642
710	0.239475949
711	0.2391373626
712	0.2390950474
713	0.2390367144
714	0.2389041288
715	0.2385920655
716	0.237996621
717	0.237631005
718	0.2374183971
719	0.2373676981
720	0.2371370746
721	0.2370039601
722	0.2367711608
723	0.2364498225
724	0.2359664993
725	0.2356432556
726	0.2355306738
727	0.2354001476
728	0.2352246566
729	0.2350859324
730	0.2343937789
731	0.2343177776
732	0.2341991213
733	0.233855676
734	0.2337867295
735	0.2334580699
736	0.2330687876
737	0.232733636
738	0.2323431815
739	0.2321947303
740	0.2321034402
741	0.2317010777
742	0.2313088228
743	0.2309688216
744	0.2305665952
745	0.2303479531
746	0.2301021365
747	0.2300395839
748	0.2297300376
749	0.2295805817
750	0.2291853136
751	0.2289397919
752	0.2288226861
753	0.2286879224
754	0.228435716
755	0.2280834
756	0.2278878882
757	0.2275186538
758	0.2272400474
759	0.2269906318
760	0.2267913636
761	0.2267085431
762	0.2262011282
763	0.2261661722
764	0.2259535409
765	0.2257155924
766	0.225411908
767	0.2253270683
768	0.2250647805
769	0.2249022957
770	0.2245979196
771	0.2245737964
772	0.22429052
773	0.2239159107
774	0.223702307
775	0.2235230306
776	0.2232167143
777	0.2228394423
778	0.2226578623
779	0.2225141934
780	0.2222227218
781	0.2221477597
782	0.222079396
783	0.2218814982
784	0.2215599155
785	0.2213405814
786	0.2211923087
787	0.2211031556
788	0.2209874185
789	0.2208894502
790	0.2206696017
791	0.2203725383
792	0.2197407356
793	0.2196789898
794	0.2194449841
795	0.2192690224
796	0.2190708499
797	0.2189052838
798	0.2186937794
799	0.2184016742
800	0.2182238355
801	0.2179070974
802	0.2177613224
803	0.2176157855
804	0.2173738069
805	0.2171453929
806	0.2169992945
807	0.2169737848
808	0.2168191524
809	0.2166787688
810	0.2165059761
811	0.2160365737
812	0.2158803402
813	0.215456259
814	0.2154224106
815	0.2152797774
816	0.2151072084
817	0.2147626047
818	0.2145868456
819	0.2144574229
820	0.2141951484
821	0.2141311755
822	0.2139420747
823	0.2137751473
824	0.213537734
825	0.2134177761
826	0.2133176559
827	0.21299389
828	0.2127417096
829	0.2125858081
830	0.2122573527
831	0.2119453905
832	0.2117477323
833	0.2116250077
834	0.2115387132
835	0.2112946904
836	0.2110169012
837	0.2107681753
838	0.2104768643
839	0.2102921646
840	0.2102827777
841	0.2101575457
842	0.2099433744
843	0.2097643656
844	0.209321504
845	0.2089923425
846	0.2088901957
847	0.2087823235
848	0.2084831027
849	0.2083478959
850	0.2081384843
851	0.2079266153
852	0.2077006444
853	0.2073770649
854	0.2071340448
855	0.2068499275
856	0.206569618
857	0.2063885862
858	0.2063415071
859	0.2062897699
860	0.2059640651
861	0.205809144
862	0.2055706168
863	0.2052804064
864	0.2052393336
865	0.2048581733
866	0.2046812965
867	0.2045672541
868	0.2044880407
869	0.2043178043
870	0.2042381818
871	0.204089125
872	0.2038054493
873	0.2035600973
874	0.2033708108
875	0.2033350603
876	0.2031910339
877	0.2029731212
878	0.2026884617
879	0.2025571025
880	0.2023820163
881	0.2022004919
882	0.2020752501
883	0.2017792159
884	0.201484814
885	0.2012597105
886	0.2010676025
887	0.2009797635
888	0.2006605694
889	0.2004650219
890	0.2004166227
891	0.200221105
892	0.2000745769
893	0.1999311877
894	0.1997121494
895	0.1994432176
896	0.1993569366
897	0.1991471464
898	0.1989311906
899	0.1987697272
900	0.1984535589
901	0.1984364156
902	0.1982427524
903	0.1980740012
904	0.1979233974
905	0.1976964134
906	0.197460204
907	0.1968155466
908	0.1966154948
909	0.1964421373
910	0.196358005
911	0.1962240529
912	0.1961483269
913	0.1959860859
914	0.1959396666
915	0.1956174372
916	0.1955448997
917	0.195456337
918	0.195104773
919	0.1949064915
920	0.1945888174
921	0.1944623668
922	0.1942988806
923	0.1940895174
924	0.1937036862
925	0.1936028118
926	0.1934229408
927	0.1931543559
928	0.1928132943
929	0.1926632206
930	0.1923946128
931	0.1919643989
932	0.1917136178
933	0.1915281234
934	0.1913425652
935	0.1911898504
936	0.1908494005
937	0.1904385748
938	0.1903210286
939	0.19011869
940	0.1900708902
941	0.1898686334
942	0.1897843018
943	0.1896080888
944	0.1893499873
945	0.189233975
946	0.1889442
947	0.1886388761
948	0.1884605186
949	0.1884340513
950	0.1883483438
951	0.1881031256
952	0.1877977701
953	0.1875320953
954	0.187493458
955	0.1872636465
956	0.1868891231
957	0.1867810848
958	0.1867221506
959	0.1865816182
960	0.1863151617
961	0.1861086512
962	0.186034517
963	0.1857815977
964	0.1856732325
965	0.1852370345
966	0.1850769847
967	0.1850160646
968	0.1848537323
969	0.1846749194
970	0.184462926
971	0.1843983827
972	0.1843007847
973	0.184213161
974	0.1839244644
975	0.1838504711
976	0.1836604007
977	0.1835622733
978	0.183554264
979	0.1835001558
980	0.1831299674
981	0.1830480846
982	0.1828538044
983	0.1826385427
984	0.1824828344
985	0.1823145911
986	0.182195994
987	0.1819776673
988	0.1817259765
989	0.1815774957
990	0.1813982888
991	0.1812387062
992	0.1811763817
993	0.1809296302
994	0.1807503341
995	0.1803001458
996	0.1799908577
997	0.1797700946
998	0.1796927374
999	0.1796522361
